,index,id,created_at,text
328,328,6.50128482442e+17,10/3/2015 2:01:23,"""@valerieannt:  @DRUDGE_REPORT @JebBush Jeb you are falling in polls because conservatives feel that you cannot #MakeAmericaGreatAgain"""
329,329,6.50127555845e+17,10/3/2015 1:57:42,"""@TheNewsClub_US: RT  ""@MNMans: Polling Convergence - OAN/GRAVIS and Reuters… http://t.co/3NXztsLOhx #RT #CNN #HBO http://t.co/zzKm8wUYqY"""
330,330,6.50125412728e+17,10/3/2015 1:49:11,"""@MNManstein2: Polling Convergence - OAN/GRAVIS and Reuters Show Donald Trump Surging With 34 - 35% Support... http://t.co/ckXH2JfBNt via"
331,331,6.501066318e+17,10/3/2015 0:34:34,"""@swterry91: Donald Trump Leads by 9 Points in Pew Poll – Jeb Bush in Free Fall #tcot http://t.co/uyxre0ei92"""
332,332,6.49559203125e+17,10/1/2015 12:19:16,"""@JoyCardinShow: Latest @MULawPoll finds @ScottWalker at 37 percent approval, @realDonaldTrump leading GOP in #Wisconsin."
333,333,6.49316461426e+17,9/30/2015 20:14:42,"Interesting, polls on who won the GOP debate. http://t.co/iB6NGQsg5v"
334,334,6.49263405942e+17,9/30/2015 16:43:53,Great news! Just out--the highly respected USA Today/Suffolk University Poll. Enjoy! https://t.co/11pDloDTHV
335,335,6.48876007245e+17,9/29/2015 15:04:30,I hope when Rand Paul gets out of the race—he is at 1%--his supporters come over to me. I will do a much better job for them.
336,336,6.48875968275e+17,9/29/2015 15:04:21,Prediction: Rand Paul has been driven out of the race by my statements about him-- he will announce soon. 1%!
337,337,6.48584020046e+17,9/28/2015 19:44:15,Zogby Poll: Trump Widens Lead After GOP Debate  http://t.co/YAZyKwVxNJ
338,338,6.4832422822e+17,9/28/2015 2:31:55,"""@SkyeShepard: Trump went way up in my 'poll' when he said he'd take money from what US is giving 2 other countries 2 save social security"""
339,339,6.47760665278e+17,9/26/2015 13:12:32,"Marco Rubio is a member of the Gang Of Eight or, very weak on stopping illegal immigration. Only changed when poll numbers crashed."
340,340,6.47593858697e+17,9/26/2015 2:09:42,An updated POLL tracker (with all polls thru the weekend) reveals I maintained a double digit lead at… https://t.co/FGxhzluIJA
341,341,6.47506516682e+17,9/25/2015 20:22:38,RT @sethweathers: New Poll: @realDonaldTrump maintains huge lead (31%) in Georgia! #Trump2016 https://t.co/Jnam4uvKvA
342,342,6.47483602058e+17,9/25/2015 18:51:35,"Dishonest @politico just called to say that none of the polls including Fox, NBC, CNN, Zogby, &amp; Morning Consult matter. Serious haters."
343,343,6.47258073452e+17,9/25/2015 3:55:24,".@megynkelly, the @FoxNews   poll said very plainly I came in second in the debate. All others, Time, Drudge, Slate etc. said I came in 1st."
344,344,6.4716648988e+17,9/24/2015 21:51:29,"Wow, a really nice lead in New Hampshire--- an increase since my last poll! http://t.co/Cr0OOd5Loi"
345,345,6.47086428087e+17,9/24/2015 16:33:21,Bloomberg: Trump leads GOP field https://t.co/kWqWeRzIkl
346,346,6.47084014516e+17,9/24/2015 16:23:45,New Bloomberg Poll: Trump Leads Big http://t.co/Eu0rMDbUPW
347,347,6.46703645053e+17,9/23/2015 15:12:18,"Headline reads"" Rubio passes Bush in Florida poll"" -- Unfair, because Trump destroys them both! Trump 31.5%, Rubio 19.2%, Bush 11.3%"
348,348,6.46322732482e+17,9/22/2015 13:58:42,"Morning Consult poll: ""Trump Leads""  http://t.co/61LFN0pfSw"
349,349,6.46307934235e+17,9/22/2015 12:59:53,"2016 Republican Primary Morning Consult Poll was just released. TRUMP 32, CARSON 12, BUSH 11, FIORINA 6, RUBIO 5, CRUZ 5. Taken after debate"
350,350,6.46149427024e+17,9/22/2015 2:30:02,"""@seleti00: @realDonaldTrump @FoxNews They attack you more then CNN or MSNBC combined. Just a bunch of old Bush appointee Rhinos."""
351,351,6.46124199439e+17,9/22/2015 0:49:48,.@oreillyfactor was very negative to me in refusing to to post the great polls that came out today including NBC. @FoxNews not good for me!
352,352,6.46117841067e+17,9/22/2015 0:24:32,"""@alivelutheran: @TODAYshow touts CNN polls instead of their own!! Of course, the NBC one shows him much higher. Trump corrects them!"
353,353,6.46077507927e+17,9/21/2015 21:44:16,Via HuffPost Pollster #1 http://t.co/IXCbCtDUIp
354,354,6.46026694013e+17,9/21/2015 18:22:21,"""@JudgeMoroz  Zogby is respected in the business of polling ~ the media is attempting to silence the message @realDonaldTrump"""
355,355,6.45994430555e+17,9/21/2015 16:14:08,Has the media picked up the new Zogby poll that was just put out? I doubt it! http://t.co/YAZyKwVxNJ
356,356,6.45960551316e+17,9/21/2015 13:59:31,"New Zogby poll— highly respected— but the media won’t report it because it gives me an even bigger lead!
   
  http://t.co/YAZyKwVxNJ"
357,357,6.45940482112e+17,9/21/2015 12:39:46,"""@alivelutheran: @TODAYshow touts CNN polls instead of their own!! Of course, the NBC one shows him much higher. Trump corrects them!"
358,358,6.45937963877e+17,9/21/2015 12:29:46,"""@MNTwisterChaser: Thanks @SavannahGuthrie and @NBCNews for showing us how lopsided you are! Use your own poll! #trainwreck #Trump2016"
359,359,6.45937578395e+17,9/21/2015 12:28:14,The @TODAYshow refused to use their just in poll numbers where I have a massive lead but instead used @CNN numbers where my lead is smaller.
360,360,6.45763590982e+17,9/21/2015 0:56:52,"I am attracting the biggest crowds, by far, and the best poll numbers, also by far.   Much of the media is totally dishonest. So sad!"
361,361,6.45762321756e+17,9/21/2015 0:51:49,"I have been leading big in all  polls, with two more today, @nbc and @CNN. The NBC poll is more than double next,  at 29%. Fiorina has 11%."
362,362,6.45587580059e+17,9/20/2015 13:17:28,"I will be on @meetthepress at 10:30. @nbc will be releasing their new poll numbers. Based on the debate results, I should do well-who knows?"
363,363,6.45362872332e+17,9/19/2015 22:24:33,"RT @DanScavino: Check out the latest Morning Consult poll, released 9/17/2015. @realDonaldTrump remains #1 at 36%. #Trump2016 http://t.co/r…"
364,364,6.44932926355e+17,9/18/2015 17:56:06,"Wow, great post-debate poll: ""Trump Increases Lead"" via Breitbart  http://t.co/B3yJk2lJ8I"
365,365,6.44561043403e+17,9/17/2015 17:18:22,"Every poll done on debate last night, from Drudge to Newsmax to Time Magazine, had me winning in a landslide. #MakeAmericaGreatAgain!"
366,366,6.44356882174e+17,9/17/2015 3:47:06,#CNNDebate Winning the @drudge_report poll- http://t.co/fokcASBVuN
367,367,6.43846888388e+17,9/15/2015 18:00:34,The polls are really looking good—#1 everywhere despite all lobbyist &amp; special interest $ being spent against me. I’m turning down millions.
368,368,6.43056922309e+17,9/13/2015 13:41:32,"Why is someone like George Pataki, who did a terrible job as Governor of N.Y. and registers ZERO in the polls, allowed on the debate stage?"
369,369,6.42790262533e+17,9/12/2015 20:01:55,"Too many people on stage for debate. @RandPaul at 11th, with 2% in @RealClearNews, shouldn't be allowed to participate."
370,370,6.42557678679e+17,9/12/2015 4:37:43,"""@GinHay: Trump's polls are going to skyrocket after appearance on @jimmyfallon tonight. The young people are going to love him!"""
371,371,6.42324754188e+17,9/11/2015 13:12:09,"Oh wow, lightweight Governor @BobbyJindal, who is registered at less than 1 percent in the polls, just mocked my hair. So original!"
372,372,6.42319012249e+17,9/11/2015 12:49:20,Very good news—the new Quinnipiac poll just came out—I am #1 in Iowa.
373,373,6.42082978861e+17,9/10/2015 21:11:26,.... I only respond to people that register more than 1% in the polls. I never thought he had a chance and I’ve been proven right.
374,374,6.41360526447e+17,9/8/2015 21:20:40,A great honor to receive polling numbers like these. Record setting African American (25%) &amp; Hispanic numbers (31%). http://t.co/p7d6RJeMTZ
375,375,6.4048680414e+17,9/6/2015 11:28:48,"""@PressTV: Poll: Trump beats Clinton head-to-head matchup http://t.co/ZRndXNN67K http://t.co/bkzQolegeo""  Thank you!"
376,376,6.40485528115e+17,9/6/2015 11:23:44,"If the presidential election were held today, according to this @surveyusa poll, Donald Trump would defeat any Dem: http://t.co/wmfHKnNSWm"""
377,377,6.39842884037e+17,9/4/2015 16:50:05,"Daily Caller: Trump Surpasses Field, Flirts With 40 Percent in Alabama Poll http://t.co/LzG5M8SmYC"
378,378,6.39257553915e+17,9/3/2015 2:04:12,".@brithume, I am in first place by a lot in all polls, tied for first place with Ben Carson in one Iowa poll. I thought you knew this-thanks"
379,379,6.39179925942e+17,9/2/2015 20:55:44,Tracking 149 polls from 29 pollsters nationwide/HuffPost Pollster #GOP http://t.co/slsvuxcEhF
380,380,6.39179575202e+17,9/2/2015 20:54:20,2016 GOP Nomination Polls have me as #1 as seen on @SpecialReport with @BretBaier. http://t.co/iZZg1N8Mwu
381,381,6.39021108302e+17,9/2/2015 10:24:39,Will be interviewed on @GMA this morning at 7:00. Thanks for the GREAT poll results!
382,382,6.38888918067e+17,9/2/2015 1:39:22,"""@RoniSeale: BIG LEADS FOR THE PEOPLE'S POTUS #2016GOPNOMINATION #TRUMP2016 #MAKEAMERICAGREATAGAI  http://t.co/it7papSmwv""   Great!"
383,383,6.38887827871e+17,9/2/2015 1:35:02,"Every Poll has me winning BIG.If you listen to dopey Karl Rove, a Trump hater, on @oreillyfactor, you would think I'm doing poorly. @FoxNews"
384,384,6.3874224199e+17,9/1/2015 15:56:32,Yet another weak hit by a candidate with a failing campaign. Will Jeb sink as low in the polls as the others who have gone after me?
385,385,6.38647394021e+17,9/1/2015 9:39:38,The just released Public Policy Polling (PPP - national result) is the best yet. MAKE AMERICA GREAT AGAIN!
386,386,6.38533114865e+17,9/1/2015 2:05:32,Just out - new PPP NATIONAL POLL has me in first place by a wide margin at 29%. I wonder why only @FoxNews has not reported this? Too bad!
387,387,6.38298477442e+17,8/31/2015 10:33:10,"Leading in the Bloomberg Iowa poll. Also, my favorability numbers went up at a record, almost unheard of, clip. Thank you Iowa!"
388,388,6.38297160992e+17,8/31/2015 10:27:56,Loved being with my many friends in Tennessee. The crowd and enthusiasm was fantastic. I won the straw poll big!
389,389,6.37829630859e+17,8/30/2015 3:30:08,"""@teapartynews: Trump Wins Tea Party Group's 'Nashville Straw Poll' - Newsmax http://t.co/tGJEeapJga""  GREAT, THANK YOU!"
390,390,6.37781658163e+17,8/30/2015 0:19:31,"Via @BreitbartNews ""TRUMP WINS NASHVILLE GRASSROOTS STRAW POLL WITH 52 PERCENT""- http://t.co/kmNU8IkI5Q"
391,391,6.37598518124e+17,8/29/2015 12:11:47,"""@joehos18: BOOM - Univision Reluctantly Reports Donald Trump Leading With Latino Republicans.... http://t.co/MmsebE0LPP via @thelastrefuge2"
392,392,6.37320363048e+17,8/28/2015 17:46:30,RT @_HankRearden: Trump breaks 40% in OAN / Gravis Marketing scientific poll. Leads closest competitor by 27%. @DanScavino #Trump2016 http:…
393,393,6.37271552066e+17,8/28/2015 14:32:32,Via CNN: Trump now leads in odds to win GOP nomination http://t.co/6ExyTO6BpJ
394,394,6.36397e+17,8/26/2015 4:38:46,"Will be interviewed on the @TODAYshow this morning at 7:00. Talking about politics, polls and whatever. Enjoy!"
395,395,6.36268706571e+17,8/25/2015 20:07:35,"Heading to Iowa to a packed house. Just released polls, all first place, are amazing. Thank you!"
396,396,6.36198425315e+17,8/25/2015 15:28:19,"RT @DanScavino: Breaking #News! Public Policy Polling, New Hampshire! @realDonaldTrump skyrockets🚀to 35%! #Trump2016 #SilentMajority http:/…"
397,397,6.36174308265e+17,8/25/2015 13:52:29,Another good poll result in the great state of SC. Trump at 30%. Carson at 15% and Bush at 9%.  http://t.co/FjQfdCrfdT
398,398,6.36173679094e+17,8/25/2015 13:49:59,Congrats @LindseyGrahamSC. You just got 4 points in your home state of SC—far better than zero nationally. You’re only 26 pts behind me.
399,399,6.36158507319e+17,8/25/2015 12:49:42,".@GovernorPataki did a terrible job as Governor of New York. If he ran again, he would have lost in a landslide. He and Graham ZERO in polls"
400,400,6.35406457308e+17,8/23/2015 11:01:19,"New Reuters Poll just came out and has me at 32%, highest number yet.The silent majority is back and we will MAKE AMERICA GREAT AGAIN!"
401,401,6.34818865458e+17,8/21/2015 20:06:26,Dow dives more than 500 points - down 9% from high. Be careful!
402,402,6.34188984097e+17,8/20/2015 2:23:31,Another great poll result! Thank you! http://t.co/loMirPFLIZ
403,403,6.33745231583e+17,8/18/2015 21:00:12,"""@aduanebrown New CNN/ORC poll: @realdonaldtrump #1 w/ 24% -- favorability rating on the rise while Jeb's declines. 60% among women!!"""
404,404,6.33743394163e+17,8/18/2015 20:52:54,"""@ktumulty Polls indicate that a Trump presidency is now inevitable. #August"""
405,405,6.33648309203e+17,8/18/2015 14:35:04,"RT @Morning_Joe: Poll: @realDonaldTrump, @JebBush @RealBenCarson at the top
http://t.co/kYCuOdO00Z http://t.co/IpiFPtNByS"
406,406,6.3341786457e+17,8/17/2015 23:19:21,"RT @DanScavino: 2016 GOP Primary
HP tracking 139 polls | 28 pollsters. 
#1 Trump 24.1%
#2 Bush 10.7% 
#3 Carson 8.6%
#4 Rubio 6.8% http://t…"
407,407,6.33382545817e+17,8/17/2015 20:59:01,"RT @DanScavino: CNN Poll • Most Likely to Change Washington, DC. @realDonaldTrump 44%, Ben Carson 9%, Ted Cruz 8%, Carly Fiorina 7%. http:/…"
408,408,6.33299285972e+17,8/17/2015 15:28:10,The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2
409,409,6.32992291092e+17,8/16/2015 19:08:17,RT @DanScavino: 2016 GOP Nominee National Polls via Fox News released today. @realDonaldTrump #1 at 25% with #2 at 12% &amp; #3 at 10%. http://…
410,410,6.329506443e+17,8/16/2015 16:22:47,RT @MichaelCohen212: #fox national poll...@realDonaldTrump #Trump2016 leads by double digits. Let's bring #inspiration back to #MakeAmerica…
411,411,6.32237596069e+17,8/14/2015 17:09:23,RT @DanScavino: Great poll #news from #Alabama!! @realDonaldTrump #1 • with a lead 2x's higher than #2 Jeb Bush. #Trump2016🇺🇸 http://t.co/e…
412,412,6.31829124358e+17,8/13/2015 14:06:16,RT @CNNPolitics: CNN/ORC Poll: @realDonaldTrump tops in Iowa http://t.co/VjguyZpLkq http://t.co/ir05392LrW
413,413,6.31815785167e+17,8/13/2015 13:13:16,"RT @_Mastersof: @DanScavino @realDonaldTrump @TPM 
Echelon poll says Trump has 3x the support of rivals.
Trump: 29%
Carson: 10%
Fiorina/Rub…"
414,414,6.31594679621e+17,8/12/2015 22:34:40,"RT @DanScavino: #IOWA CNN/ORC Poll
@realDonaldTrump
Overall #1 @22% 
Economy #1 @ 37%
Immigration #1 @ 35%
Terrorism #1 @ 21% &amp; more! http:…"
415,415,6.3155725794e+17,8/12/2015 20:05:58,"RT @jeffzeleny: Our new @CNN Iowa poll shows @realDonaldTrump at 22%, followed by Carson 14%, Walker 9% and Bush is at 5%. #iacaucus"
416,416,6.31154478168e+17,8/11/2015 17:25:28,"RT @DanScavino: #IPSOS Poll Conducted for #Reuters. 
#GOP Debate &amp; 2016 Ballots 08/10/2015.
#MakeAmericaGreatAgain #Trump2016 http://t.co/u…"
417,417,6.30817346157e+17,8/10/2015 19:05:50,RT @CNBCnow: Donald Trump maintains support of 24% of Republican voters in new online Reuters/IPSOS poll with 6.7% margin of error; Bush tr…
418,418,6.29857877239e+17,8/8/2015 3:33:14,"""@katygolf: @Maxinerunner: Newsmax poll http://t.co/eA3gvLBri8 @realDonaldTrump: 65% @marklevinshow @RWSurferGirl"" @krauthammer  APOLOGIZE!"
419,419,6.29855068247e+17,8/8/2015 3:22:05,"""@katygolf: @Maxinerunner: Newsmax poll http://t.co/eA3gvLBri8 @realDonaldTrump: 65% @marklevinshow @RWSurferGirl""  Another debate win!"
420,420,6.29658731526e+17,8/7/2015 14:21:54,RT @DesignerDeb3: @realDonaldTrump BREAKS RECORDS in poll history--LARGEST share of support Quinnipiac recorded in 2 years http://t.co/Rk1W…
421,421,6.29627753424e+17,8/7/2015 12:18:48,"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://t…"
422,422,6.29581720602e+17,8/7/2015 9:15:53,"@TIME poll: @realDonaldTrump winner of last night's debate by wide margin.. 45% v.12% @RealBenCarson, 10% @JohnKasich http://t.co/mzR62luvWq"
423,423,6.29577707828e+17,8/7/2015 8:59:57,"""@Domenclature: TIME POLL: @RealDonaldTrump wins the first #Republicanpresidentialdebate by Wild Margin http://t.co/mzR62luvWq #Politics"
424,424,6.29564889498e+17,8/7/2015 8:09:01,"""@Diplomt: @realDonaldTrump is in a greater position w/ 52% to 12% @Drudge_Report even after @MegynKelly &amp; @BretBaier tried to take him out."
425,425,6.29563335051e+17,8/7/2015 8:02:50,"""@Diplomtc_Immnty: @realDonaldTrump They tried to take you out &amp; your poll numbers skyrocketed. Voters matter, not @FOXNews moderators."
426,426,6.29556966835e+17,8/7/2015 7:37:32,.@FrankLuntz I won every poll of the debate tonight by massive margins @DRUDGE_REPORT &amp; @TIME  so where did you find that dumb panel.
427,427,6.2909391861e+17,8/6/2015 0:57:32,"""@HowardJax50:  @FrankLuntz NBC says Trump leads with HS grads or less...doesn't bother saying Trump leads with college grads, too"""
428,428,6.29083703206e+17,8/6/2015 0:16:57,"""@FrankLuntz: Trump is leading with almost every major group of Republican primary voters. http://t.co/fwIZR6XhYP"""
429,429,6.29035574876e+17,8/5/2015 21:05:42,"Poll: Trump Leads GOP Field Among Hispanics, Records 34% Favorability  http://t.co/AANybghvCv"
430,430,6.28735190929e+17,8/5/2015 1:12:05,"""@Mike_Beacham: Trump Leads, Jeb Slips, Rubio Crashes In WSJ/NBC News Poll http://t.co/ZR3PvOAARe #StraightTalk @SenTedCruz #ccot #tcot #2A"""
431,431,6.2866260773e+17,8/4/2015 20:23:40,RT @DanScavino: New Hampshire poll shows 43% say they feel @realDonaldTrump can BEST handle the #economy. #MakeAmericaGreatAgain🇺🇸 http://t…
432,432,6.28605174073e+17,8/4/2015 16:35:27,RT @JoeNBC: Today we spoke with Donald Trump about his rising leads in the polls and his strategy for Thursday's debate. VIDEO: http://t.co…
433,433,6.28547222654e+17,8/4/2015 12:45:10,RT @BrianCraigShow: #DonaldTrump takes massive lead in WSJ #NBC #poll twice the support of #JebBush http://t.co/5AjJJschQ2 @realDonaldTrump…
434,434,6.28546660286e+17,8/4/2015 12:42:56,RT @jerome_corsi: TRUMP SURGES - takes double digit lead in GOP presidential race @MichaelCohen212 @realDonaldTrump Jerome Corsi
435,435,6.28539746097e+17,8/4/2015 12:15:27,RT @DanScavino: Good Morning! Real Clear Politics Polling Data Average w/ addition of Bloomberg Poll. @realDonaldTrump #1. #Trump2016 http:…
436,436,6.28374231156e+17,8/4/2015 1:17:45,"""@_trump4potus: Trump continues to rise in the polls! The American People are speaking and speaking loudly. #2016election #Trump2016"""
437,437,6.28373570705e+17,8/4/2015 1:15:08,"""@RoniSeale: @foxandfriends Trump is surging, leading,&amp; breaking EVERY poll because #TrumpIsRight #GoTrump #MakeAmericaGreatAgain #Trump2016"
438,438,6.28372541531e+17,8/4/2015 1:11:03,"RT @foxandfriends: FOX NEWS POLL: New high for Donald Trump, new low for Hillary Clinton http://t.co/DMnxfZuRM9"
439,439,6.28372447608e+17,8/4/2015 1:10:40,RT @WSJ: New WSJ/NBC poll finds almost every GOP candidate losing ground except for Donald Trump. http://t.co/cBFhPJn68x
440,440,6.28344151311e+17,8/3/2015 23:18:14,"RT @DanScavino: FOX NEWS POLL RELEASED
#1. @realDonaldTrump • 26%
#2. Jeb Bush • 15%
#3. Scott Walker • 9%
#MakeAmericaGreatAgain🇺🇸 http://…"
441,441,6.28309250205e+17,8/3/2015 20:59:33,"RT @ThePatriot143: POLL: TRUMP CRUSHES BUSH AND WALKER COMBINED, FAVORABILITY ROCKETS TO 52% http://t.co/S1kaXfZEKQ http://t.co/z80x4UN1FJ"
442,442,6.28268408409e+17,8/3/2015 18:17:15,New Poll Shows Donald Trump Blowing Everyone Else Out of the Water. http://t.co/sAVTGaswcl
443,443,6.28255460467e+17,8/3/2015 17:25:48,RT @JonScottFNC: .@realDonaldTrump Surges in NBC News/WSJ Poll;GOP hopefuls to take center stage this week-Who makes top 10?@KarlRove http:…
444,444,6.28224939041e+17,8/3/2015 15:24:31,"RT @foxandfriends: Days before the first Republican Presidential debate, @realDonaldTrump surges to the lead among other GOP contenders htt…"
445,445,6.28115657432e+17,8/3/2015 8:10:17,"""@FoxNews: .@ericbolling: ""Polls show [@realDonaldTrump would] be the GOP nominee if the vote was held today."" http://t.co/OOtx0Rqwjs"""
446,446,6.28044625963e+17,8/3/2015 3:28:01,"""@CoachZachCooper:  Congratulations on leading the polls currently and for acquiring the Center Stage Position In The Upcoming Debates!"""
447,447,6.2752691417e+17,8/1/2015 17:10:49,"RT @FoxNews: .@ericbolling: ""Polls show [@realDonaldTrump would] be the GOP nominee if the vote was held today."" http://t.co/eXMnTvrtWD"
